asv,tier,gpu_n,edlib_n,gpu_reps,edlib_reps,gpu_anchor,gpu_anchor_species,edlib_anchor,edlib_anchor_species,gpu_anchor_edlib_rank,gpu_reps_in_edlib_top20,gpu_reps_total,gpu_rep_edlib_ranks,genome_set_identical,species_set_identical,anchor_genome_match,anchor_species_match,jaccard_genome
436343418d53afff5ddf10c8a8492f78,species,1,1,418702.14,418702.14,418702.14,Azonexus hydrophilus,418702.14,Azonexus hydrophilus,1,1,1,1,True,True,True,True,1.0
436646e964287f78a4b776f4d85c96ba,species,2,2,3142262.4|1134435.5,3142262.4|1134435.5,3142262.4,Thauera sp. JM12B12,3142262.4,Thauera sp. JM12B12,1,2,2,1|2,True,True,True,True,1.0
4387e4f9dbcaf60cf82d463e9a27dca8,genus,3,3,2608087.13|3088717.3|2081706.7,2608087.13|3088717.3|2081706.7,2608087.13,Bacteriovorax sp.,2608087.13,Bacteriovorax sp.,1,3,3,1|2|3,True,True,True,True,1.0
4394c6cac7bfff07a5a5f86340cc15b9,species,1,1,2818473.28,2818473.28,2818473.28,Giesbergeria sp.,2818473.28,Giesbergeria sp.,1,1,1,1,True,True,True,True,1.0
43b083f9636dbce1742a5107ad053584,species,1,1,1951417.3,1951417.3,1951417.3,Anaerolineaceae bacterium UBA4890,1951417.3,Anaerolineaceae bacterium UBA4890,1,1,1,1,True,True,True,True,1.0
43c25e08ac393c49bb2cf232ea60e754,family,1,1,28141.560,28141.560,28141.560,Cronobacter sakazakii,28141.560,Cronobacter sakazakii,1,1,1,1,True,True,True,True,1.0
43d5a9eeebf17fa59f9a35d46a587a87,species,1,1,1898207.5730,1898207.5730,1898207.5730,Clostridiales bacterium,1898207.5730,Clostridiales bacterium,1,1,1,1,True,True,True,True,1.0
43f89dd4be55a1deb847de67a360c169,family,1,1,2862749.5,2862749.5,2862749.5,Candidatus Midichloriaceae bacterium,2862749.5,Candidatus Midichloriaceae bacterium,3,1,1,3,True,True,True,True,1.0
43faaf9f9ee96d72891625fb37a34ceb,genus,1,1,735512.15,735512.15,735512.15,uncultured Reyranella sp.,735512.15,uncultured Reyranella sp.,1,1,1,1,True,True,True,True,1.0
4408ff1578311c0801988602ef67306c,species,2,2,658457.7|301.58,658457.7|301.58,658457.7,Ectopseudomonas composti,658457.7,Ectopseudomonas composti,1,2,2,1|3,True,True,True,True,1.0
440ca54b7c9718f50f59e8d453a49264,species,2,2,2053538.110|2026780.1498,2053538.110|2026780.1498,2053538.110,Candidatus Competibacteraceae bacterium,2053538.110,Candidatus Competibacteraceae bacterium,2,2,2,2|5,True,True,True,True,1.0
442ef1060cda3892b17d69dbedd42d94,family,2,2,3034169.27|3034175.21,3034169.27|3034175.21,3034169.27,Bdellovibrionia bacterium,3034169.27,Bdellovibrionia bacterium,1,2,2,1|2,True,True,True,True,1.0
4438e564ff082e0c8d1e410624d35cd5,species,2,2,2211374.3|2823334.3,2211374.3|2823334.3,2211374.3,Candidatus Accumulibacter meliphilus,2211374.3,Candidatus Accumulibacter meliphilus,1,2,2,1|5,True,True,True,True,1.0
4449af9af08a1a5ba12648127eea7419,species,1,1,2741701.3,2741701.3,2741701.3,Candidatus Bodocaedibacter vickermanii,2741701.3,Candidatus Bodocaedibacter vickermanii,1,1,1,1,True,True,True,True,1.0
4455908273a0b0ee6afd0381fd182ef3,species,2,2,3154690.4|51671.227,3154690.4|51671.227,3154690.4,Microbacterium sp. NPDC019599,3154690.4,Microbacterium sp. NPDC019599,2,2,2,2|3,True,True,True,True,1.0
446bf4e1452a90660a5015e66ed1b2c2,family,1,1,2026735.2032,2026735.2032,2026735.2032,Deltaproteobacteria bacterium,2026735.2032,Deltaproteobacteria bacterium,1,1,1,1,True,True,True,True,1.0
4476f9b607f4e13963d7862c882a913e,genus,1,1,1869227.3092,1869227.3092,1869227.3092,bacterium,1869227.3092,bacterium,1,1,1,1,True,True,True,True,1.0
44a0276358dec6c4ad95677d97f02709,genus,1,1,3030912.180,3030912.180,3030912.180,Anaerovoracaceae bacterium,3030912.180,Anaerovoracaceae bacterium,1,1,1,1,True,True,True,True,1.0
44b1363d85ceceffa3a2f170f36830ff,species,1,1,2802972.3,2802972.3,2802972.3,Bryobacterales bacterium F-183,2802972.3,Bryobacterales bacterium F-183,1,1,1,1,True,True,True,True,1.0
44c1325376a955e507733658101224f7,family,2,2,1971228.22|2268199.306,1971228.22|2268199.306,1971228.22,Labilithrix sp.,1971228.22,Labilithrix sp.,1,2,2,1|9,True,True,True,True,1.0
44d10d10501dddef83ee3bc4879d34a1,genus,2,2,1854708.3|2026733.142,1854708.3|2026733.142,1854708.3,Maribacter arenosus,1854708.3,Maribacter arenosus,1,2,2,1|4,True,True,True,True,1.0
44ef74831eed2a768e3c63660404300c,species,2,2,37930.11|37929.4,37930.11|37929.4,37930.11,Glutamicibacter protophormiae,37930.11,Glutamicibacter protophormiae,1,2,2,1|2,True,True,True,True,1.0
450e10636606887dd168542a6fc0df36,species,1,1,2015799.213,2015799.213,2015799.213,Hyphomicrobiaceae bacterium,2015799.213,Hyphomicrobiaceae bacterium,1,1,1,1,True,True,True,True,1.0
4524b7cd80bddabd2c121f68538fa485,genus,1,1,2033014.717,2033014.717,2033014.717,Armatimonadota bacterium,2033014.717,Armatimonadota bacterium,1,1,1,1,True,True,True,True,1.0
4530d7e46540e0a46cd5128514c24945,species,1,1,1909293.384,1909293.384,1909293.384,Acetobacteraceae bacterium,1909293.384,Acetobacteraceae bacterium,1,1,1,1,True,True,True,True,1.0
45338bb6feec3aca942618bba0a40ca5,genus,1,1,34034.905,34034.905,34034.905,uncultured delta proteobacterium,34034.905,uncultured delta proteobacterium,1,1,1,1,True,True,True,True,1.0
45449aa5bde14e2283ad7c55bff42bb6,species,1,1,296842.5,296842.5,296842.5,Solidesulfovibrio carbinolicus,296842.5,Solidesulfovibrio carbinolicus,1,1,1,1,True,True,True,True,1.0
4545731898329d46b3db5f433f670ec0,species,1,1,1005933.6,1005933.6,1005933.6,uncultured Methanoregula sp.,1005933.6,uncultured Methanoregula sp.,1,1,1,1,True,True,True,True,1.0
4558c42af8c0300d765b5570b8aa007b,genus,1,1,1672391.402,1672391.402,1672391.402,uncultured Chloroflexia bacterium,1672391.402,uncultured Chloroflexia bacterium,1,1,1,1,True,True,True,True,1.0
455b517d5e3be97a7c74805de5f26850,genus,1,1,91750.4498,91750.4498,91750.4498,uncultured Alphaproteobacteria bacterium,91750.4498,uncultured Alphaproteobacteria bacterium,1,1,1,1,True,True,True,True,1.0
45622efd1ba30c4141d635ec4e2079a6,species,1,1,2651163.3,2651163.3,2651163.3,Ignavibacteriaceae bacterium,2651163.3,Ignavibacteriaceae bacterium,1,1,1,1,True,True,True,True,1.0
4576276172ed0c188e75be3c7c162ee9,species,1,1,2743981.3,2743981.3,2743981.3,Nostocales cyanobacterium W4_Combined_metabat2_030,2743981.3,Nostocales cyanobacterium W4_Combined_metabat2_030,1,1,1,1,True,True,True,True,1.0
45c65ceb500a675e9b9ef4bbad57f03c,species,2,2,2737536.20|2986940.3,2737536.20|2986940.3,2737536.20,Micropruina sp.,2737536.20,Micropruina sp.,2,2,2,2|4,True,True,True,True,1.0
45dabd64b6e9b23d568ba35545bf1d0e,species,2,2,1909295.502|1883427.2861,1909295.502|1883427.2861,1909295.502,Solirubrobacterales bacterium,1909295.502,Solirubrobacterales bacterium,1,2,2,1|2,True,True,True,True,1.0
4600bb918b340f47d1f1a8fc5edd09db,genus,3,3,1898104.710|2026720.1075|1872630.3,1898104.710|2026720.1075|1872630.3,1898104.710,Bacteroidota bacterium,1898104.710,Bacteroidota bacterium,1,3,3,1|2|3,True,True,True,True,1.0
46137ca123bdd50a6645ad8d6fa9a97a,species,2,2,2053538.110|2026780.1498,2053538.110|2026780.1498,2053538.110,Candidatus Competibacteraceae bacterium,2053538.110,Candidatus Competibacteraceae bacterium,2,2,2,2|5,True,True,True,True,1.0
461b9d44ca4ea8a9d9c0454d4830b05f,genus,2,2,1978231.1705|1852787.3,1978231.1705|1852787.3,1978231.1705,Acidobacteriota bacterium,1978231.1705,Acidobacteriota bacterium,1,2,2,1|2,True,True,True,True,1.0
4640e3b31f8f19e582994e51276e98c1,species,2,2,2053538.110|2026780.1498,2053538.110|2026780.1498,2053538.110,Candidatus Competibacteraceae bacterium,2053538.110,Candidatus Competibacteraceae bacterium,2,2,2,2|5,True,True,True,True,1.0
464fa67cad467679faf2516e10c67df1,species,0,0,,,,,,,,0,0,,,,,,
467f8aa54edd96b83394b887ab0eeace,species,1,1,69284.5,69284.5,69284.5,Pseudoxanthomonas japonensis,69284.5,Pseudoxanthomonas japonensis,2,1,1,2,True,True,True,True,1.0
4680abc2c80409da5423572266d52226,species,2,2,2976818.4|2053589.809,2976818.4|2053589.809,2976818.4,Cloacibacterium sp. TD35,2976818.4,Cloacibacterium sp. TD35,1,2,2,1|2,True,True,True,True,1.0
4683ce2d7b946ec221cd2f31b8fbddba,below,0,0,,,,,,,,0,0,,,,,,
4685ecd213c5589c26da9de9ed79731f,family,1,1,2026735.822,2026735.822,2026735.822,Deltaproteobacteria bacterium,2026735.822,Deltaproteobacteria bacterium,1,1,1,1,True,True,True,True,1.0
468f1433188c0faa1936e231bd34bc88,genus,2,2,2212473.308|156588.593,2212473.308|156588.593,2212473.308,Kiritimatiellia bacterium,2212473.308,Kiritimatiellia bacterium,1,2,2,1|3,True,True,True,True,1.0
46930c81ff14ab560169ed7a60509f11,species,1,1,960.13,960.13,960.13,Bacteriovorax stolpii,960.13,Bacteriovorax stolpii,1,1,1,1,True,True,True,True,1.0
4698f314876f6542d5ed2a2bc984136c,family,2,2,1898104.2745|2026770.468,1898104.2745|2026770.468,1898104.2745,Bacteroidota bacterium,1898104.2745,Bacteroidota bacterium,1,2,2,1|3,True,True,True,True,1.0
46af8142d3f247b81107190a95d907a6,genus,2,2,1978231.1761|171953.851,1978231.1761|171953.851,1978231.1761,Acidobacteriota bacterium,1978231.1761,Acidobacteriota bacterium,1,2,2,1|4,True,True,True,True,1.0
46cfdb9d552ef12ddb9aa3eaa80e8909,species,2,2,2480090.45|86027.1407,2480090.45|86027.1407,2480090.45,Sulfuritalea sp.,2480090.45,Sulfuritalea sp.,1,2,2,1|3,True,True,True,True,1.0
46e1faa1dbc4d47aeaddeab92ce427e2,genus,3,3,2044936.33|2053624.293|2013842.3,2044936.33|2053624.293|2013842.3,2044936.33,Bacteroidia bacterium,2044936.33,Bacteroidia bacterium,1,3,3,1|2|4,True,True,True,True,1.0
46f0a5288ab42f2fed2f8ce127678cab,species,1,1,2026720.1053,2026720.1053,2026720.1053,Candidatus Saccharimonadota bacterium,2026720.1053,Candidatus Saccharimonadota bacterium,1,1,1,1,True,True,True,True,1.0
4713fd5099897bc3e84055389789ef79,species,1,1,55509.5,55509.5,55509.5,Coprothermobacter sp.,55509.5,Coprothermobacter sp.,1,1,1,1,True,True,True,True,1.0
471a1213a85a715e1fd068e374e2188a,species,1,1,2447898.94,2447898.94,2447898.94,Candidatus Kapaibacterium sp.,2447898.94,Candidatus Kapaibacterium sp.,1,1,1,1,True,True,True,True,1.0
472fe9f8767de70f82afc5705b84ae4d,genus,1,1,59201.2046,59201.2046,59201.2046,Salmonella enterica,59201.2046,Salmonella enterica,1,1,1,1,True,True,True,True,1.0
475127f633a4be9b366680b4f54efdd6,species,2,2,2053538.110|2026780.1498,2053538.110|2026780.1498,2053538.110,Candidatus Competibacteraceae bacterium,2053538.110,Candidatus Competibacteraceae bacterium,2,2,2,2|5,True,True,True,True,1.0
477238f21904f8c135681f7ad0451881,species,1,1,2585369.3,2585369.3,2585369.3,Rubellimicrobium rubrum,2585369.3,Rubellimicrobium rubrum,1,1,1,1,True,True,True,True,1.0
479a2ffd90f224d5953e8a29aacdb731,genus,2,2,1869227.7415|153809.1301,1869227.7415|153809.1301,1869227.7415,bacterium,1869227.7415,bacterium,1,2,2,1|2,True,True,True,True,1.0
47a48c36e308c2de721a364cb9352a82,species,1,1,2024841.92,2024841.92,2024841.92,Micavibrio sp.,2024841.92,Micavibrio sp.,1,1,1,1,True,True,True,True,1.0
47bdaa8dbe4629d1ece7aa05c05693cb,species,1,1,2775028.15,2775028.15,2775028.15,Endomicrobiaceae bacterium,2775028.15,Endomicrobiaceae bacterium,1,1,1,1,True,True,True,True,1.0
47c340764cdf2ab68af391dce84811b3,genus,3,3,82.168|3072142.3|91750.4570,82.168|3072142.3|91750.4570,82.168,Hyphomicrobium sp.,82.168,Hyphomicrobium sp.,5,3,3,5|6|1,True,True,True,True,1.0
480eb7b0871e51b1be47afb2201112af,family,1,1,316068.7,316068.7,316068.7,Leadbetterella byssophila,316068.7,Leadbetterella byssophila,1,1,1,1,True,True,True,True,1.0
48163ec4bb9f456f50ac042c22a59603,family,1,1,1898103.522,1898103.522,1898103.522,Rhodocyclaceae bacterium,1898103.522,Rhodocyclaceae bacterium,3,1,1,3,True,True,True,True,1.0
481c8ef468790ca11c2ecad0d1f35c25,species,2,2,2034841.34|1898104.2290,2034841.34|1898104.2290,2034841.34,Lentimicrobium sp.,2034841.34,Lentimicrobium sp.,1,2,2,1|2,True,True,True,True,1.0
4821e7704447512dbd1b48da9a5675e9,family,1,1,34034.165,34034.165,34034.165,uncultured delta proteobacterium,34034.165,uncultured delta proteobacterium,1,1,1,1,True,True,True,True,1.0
48220ea996397a598b1b5f758d3b0ff3,genus,5,5,3342806.3|1276757.4|1675788.9|1463598.3|189685.24,3342806.3|1276757.4|1675788.9|1463598.3|189685.24,3342806.3,,3342806.3,,1,5,5,1|2|3|4|5,True,True,True,False,1.0
4835b78c8d8bf8bf1ca88c3965cbe934,species,2,2,2053538.110|2026780.1498,2053538.110|2026780.1498,2053538.110,Candidatus Competibacteraceae bacterium,2053538.110,Candidatus Competibacteraceae bacterium,2,2,2,2|5,True,True,True,True,1.0
48595101abd304b2e911320dd23de7e8,genus,1,1,2024841.90,2024841.90,2024841.90,Micavibrio sp.,2024841.90,Micavibrio sp.,1,1,1,1,True,True,True,True,1.0
485d9080e4662edbf39927943d1bc167,genus,1,1,2053538.96,2053538.96,2053538.96,Candidatus Competibacteraceae bacterium,2053538.96,Candidatus Competibacteraceae bacterium,7,1,1,7,True,True,True,True,1.0
486e8e10249792884696b3f02ce81a86,genus,1,1,2026735.249,2026735.249,2026735.249,Deltaproteobacteria bacterium,2026735.249,Deltaproteobacteria bacterium,1,1,1,1,True,True,True,True,1.0
4870788fa5faf8c06df9b6fd73a73dcb,species,2,2,3142262.4|1134435.5,3142262.4|1134435.5,3142262.4,Thauera sp. JM12B12,3142262.4,Thauera sp. JM12B12,1,2,2,1|2,True,True,True,True,1.0
48894ebcd072d398d7dec836bee1c1a2,species,2,2,2099675.34|1898104.3941,2099675.34|1898104.3941,2099675.34,Cyclobacteriaceae bacterium,2099675.34,Cyclobacteriaceae bacterium,2,2,2,2|3,True,True,True,True,1.0
4895185d09e6dbbf452f124daf98efc3,family,1,1,2983245.5,2983245.5,2983245.5,Acetobacteraceae bacterium ESL0709,2983245.5,Acetobacteraceae bacterium ESL0709,4,1,1,4,True,True,True,True,1.0
48a0a932695537ad8cf3c22b471de289,below,0,0,,,,,,,,0,0,,,,,,
48a75880af8d7927ac752f783c0f6754,species,1,1,2447898.139,2447898.139,2447898.139,Candidatus Kapaibacterium sp.,2447898.139,Candidatus Kapaibacterium sp.,1,1,1,1,True,True,True,True,1.0
48ca5b4f7cb58d4a146837de341a2604,species,2,2,3055406.3|2026735.190,3055406.3|2026735.190,3055406.3,Microcoleus sp. Pol1C5,3055406.3,Microcoleus sp. Pol1C5,1,2,2,1|2,True,True,True,True,1.0
48d3df1c8c87428a5ef19a3ea0a4c6d1,species,2,2,154288.93|2806443.3,154288.93|2806443.3,154288.93,Turicibacter sanguinis,154288.93,Turicibacter sanguinis,1,2,2,1|4,True,True,True,True,1.0
48daf231b834b4d85c5e740f0f0e9f2b,species,1,1,483423.4,483423.4,483423.4,Estrella lausannensis,483423.4,Estrella lausannensis,1,1,1,1,True,True,True,True,1.0
48e6ce93e465307676d54fbc9b1c1522,genus,1,1,464210.7,464210.7,464210.7,uncultured Acidaminobacter sp.,464210.7,uncultured Acidaminobacter sp.,1,1,1,1,True,True,True,True,1.0
48e82a82eb8ad26862f3a7056c7d9dd7,species,1,1,2906524.155,2906524.155,2906524.155,Casimicrobiaceae bacterium,2906524.155,Casimicrobiaceae bacterium,1,1,1,1,True,True,True,True,1.0
49157310a47041b92a7f25105c7eff31,genus,1,1,1672391.112,1672391.112,1672391.112,uncultured Chloroflexia bacterium,1672391.112,uncultured Chloroflexia bacterium,1,1,1,1,True,True,True,True,1.0
492399b888587f5ecd05318822ca601e,species,2,2,2053538.110|2026780.1498,2053538.110|2026780.1498,2053538.110,Candidatus Competibacteraceae bacterium,2053538.110,Candidatus Competibacteraceae bacterium,2,2,2,2|5,True,True,True,True,1.0
492ee4fb01d94971a1f4be628ceb63cf,species,2,2,2054177.129|256318.62,2054177.129|256318.62,2054177.129,Christensenellaceae bacterium,2054177.129,Christensenellaceae bacterium,1,2,2,1|2,True,True,True,True,1.0
493bfe280fd04430eb5fb0734d5ffefa,genus,1,1,2026724.1494,2026724.1494,2026724.1494,Chloroflexota bacterium,2026724.1494,Chloroflexota bacterium,1,1,1,1,True,True,True,True,1.0
495cc889a2e82868482b1feb2f71fbd0,species,1,1,3039803.519,3039803.519,3039803.519,uncultured Actinomycetota bacterium,3039803.519,uncultured Actinomycetota bacterium,1,1,1,1,True,True,True,True,1.0
496de1e5325d8dcef489f7a9818fdd26,genus,2,2,2691551.111|411917.49,2691551.111|411917.49,2691551.111,Thermoguttaceae bacterium,2691551.111,Thermoguttaceae bacterium,2,2,2,2|1,True,True,True,True,1.0
497328141ea987237f5bdd74ed786ae2,species,2,2,115553.7|2892013.3,115553.7|2892013.3,115553.7,Vreelandella sulfidaeris,115553.7,Vreelandella sulfidaeris,1,2,2,1|2,True,True,True,True,1.0
4985158a1531e946d6af8196ef4ec343,genus,2,2,777.450|1592897.25,777.450|1592897.25,777.450,Coxiella burnetii,777.450,Coxiella burnetii,1,2,2,1|5,True,True,True,True,1.0
4987091683162d7ebcb1875ea4ac3d96,species,1,1,1904254.101,1904254.101,1904254.101,Hydrogenophaga sp.,1904254.101,Hydrogenophaga sp.,1,1,1,1,True,True,True,True,1.0
49a9dac3ba594ab8aa8dc4874350a55d,below,0,0,,,,,,,,0,0,,,,,,
49ab3361f8a135a616b6e56b9bae715c,below,0,0,,,,,,,,0,0,,,,,,
49ae44d6944ba8cc60d06c43da39e2f7,genus,1,1,1978231.1127,1978231.1127,1978231.1127,Acidobacteriota bacterium,1978231.1127,Acidobacteriota bacterium,1,1,1,1,True,True,True,True,1.0
49c21f58cb86088e2dfb4866df40cffa,genus,4,4,2994676.4|2795740.3|182265.45|1323745.3,2994676.4|2795740.3|182265.45|1323745.3,2994676.4,Alishewanella sp. SMS8,2994676.4,Alishewanella sp. SMS8,1,4,4,1|4|3|8,True,True,True,True,1.0
49e91bf69238f9dd2a305246a57204a5,family,1,1,316068.7,316068.7,316068.7,Leadbetterella byssophila,316068.7,Leadbetterella byssophila,1,1,1,1,True,True,True,True,1.0
49f0a5bc0b7d669cd001cc9995bc797a,species,1,1,1898103.522,1898103.522,1898103.522,Rhodocyclaceae bacterium,1898103.522,Rhodocyclaceae bacterium,3,1,1,3,True,True,True,True,1.0
49f3e06809ace3101d4a20126ef11731,species,2,2,1913961.66|2563970.3,1913961.66|2563970.3,1913961.66,Rhizobiaceae bacterium,1913961.66,Rhizobiaceae bacterium,1,2,2,1|2,True,True,True,True,1.0
4a0875f744698c809416ed7180607fe4,genus,3,3,2986066.4|89772.4|1828829.3,2986066.4|89772.4|1828829.3,2986066.4,Mesorhizobium sp. ZC-5,2986066.4,Mesorhizobium sp. ZC-5,2,3,3,2|3|5,True,True,True,True,1.0
4a1586db0ce13a99f9b503a9a9573beb,species,2,2,2651167.6|2049428.66,2651167.6|2049428.66,2651167.6,Ignavibacterium sp.,2651167.6,Ignavibacterium sp.,2,2,2,2|3,True,True,True,True,1.0
4a186d3a6057a5418d2b33ae0c1a869b,family,1,1,152509.1716,152509.1716,152509.1716,uncultured Bacteroidota bacterium,152509.1716,uncultured Bacteroidota bacterium,1,1,1,1,True,True,True,True,1.0
4a2a409f7d66a1eb1194aea2bcde18a4,genus,1,1,178.6,178.6,178.6,Leptospira sp.,178.6,Leptospira sp.,1,1,1,1,True,True,True,True,1.0
4a4c25f3136a97a7da041a4bcb5582a5,species,1,1,2501594.13,2501594.13,2501594.13,uncultured Candidatus Babeliaceae bacterium,2501594.13,uncultured Candidatus Babeliaceae bacterium,1,1,1,1,True,True,True,True,1.0
4a51df7a52d39bbcfbfac57118e81eaa,below,0,0,,,,,,,,0,0,,,,,,
4a55585dfbca1b3c842895ab40257b42,genus,3,3,191863.64|2201154.303|1133324.14,191863.64|2201154.303|1133324.14,191863.64,Chthoniobacter flavus,191863.64,Chthoniobacter flavus,1,3,3,1|4|8,True,True,True,True,1.0
4a57ea57038cb6b4cba29d60a4def82c,species,2,2,3142262.4|1134435.5,3142262.4|1134435.5,3142262.4,Thauera sp. JM12B12,3142262.4,Thauera sp. JM12B12,1,2,2,1|2,True,True,True,True,1.0
4a5b564ed0c0fd78166c96c79561d43a,species,2,2,3142262.4|1134435.5,3142262.4|1134435.5,3142262.4,Thauera sp. JM12B12,3142262.4,Thauera sp. JM12B12,1,2,2,1|2,True,True,True,True,1.0
4a95b74de17e3c381e8fc1fecfa1ba74,species,1,1,153809.1476,153809.1476,153809.1476,uncultured Pseudomonadota bacterium,153809.1476,uncultured Pseudomonadota bacterium,1,1,1,1,True,True,True,True,1.0
4a98bd4a7fea2b4209ce1328141c77db,species,1,1,2026800.146,2026800.146,2026800.146,Verrucomicrobiaceae bacterium,2026800.146,Verrucomicrobiaceae bacterium,1,1,1,1,True,True,True,True,1.0
4ab56f9b012674eb6981ba9d3ef36170,species,2,2,294.1424|1615674.39,294.1424|1615674.39,294.1424,Pseudomonas fluorescens,294.1424,Pseudomonas fluorescens,1,2,2,1|2,True,True,True,True,1.0
4ac193f49185bb080c934ba9a00a815e,species,2,2,1898104.646|2053589.824,1898104.646|2053589.824,1898104.646,Bacteroidota bacterium,1898104.646,Bacteroidota bacterium,1,2,2,1|2,True,True,True,True,1.0
4adf9e7468a9ec3a9c8fe9a4563eed01,species,1,1,44577.29,44577.29,44577.29,Nitrosomonas ureae,44577.29,Nitrosomonas ureae,1,1,1,1,True,True,True,True,1.0
4af1d700ed9001189d3a7d499e0f0c9e,species,1,1,2202153.177,2202153.177,2202153.177,Thermodesulfobacteriota bacterium,2202153.177,Thermodesulfobacteriota bacterium,1,1,1,1,True,True,True,True,1.0
4b238242241da9b79db3704472332e5a,genus,2,2,1778437.3|1869339.184,1778437.3|1869339.184,1778437.3,Gammaproteobacteria bacterium LSUCC0112,1778437.3,Gammaproteobacteria bacterium LSUCC0112,1,2,2,1|2,True,True,True,True,1.0
4b27c21f2b4c59744feba4d03a140503,species,1,1,3092586.3,3092586.3,3092586.3,,3092586.3,,1,1,1,1,True,True,True,False,1.0
4b2be40d026b96179f6877be32ca99dd,genus,1,1,2691532.41,2691532.41,2691532.41,Isosphaeraceae bacterium,2691532.41,Isosphaeraceae bacterium,1,1,1,1,True,True,True,True,1.0
4b4e1a540a86fe881b143a0d2a44c8f9,species,2,2,3142262.4|1134435.5,3142262.4|1134435.5,3142262.4,Thauera sp. JM12B12,3142262.4,Thauera sp. JM12B12,1,2,2,1|2,True,True,True,True,1.0
4b4f86b5770f6876dbe503feb13437ec,species,2,2,3142262.4|1134435.5,3142262.4|1134435.5,3142262.4,Thauera sp. JM12B12,3142262.4,Thauera sp. JM12B12,1,2,2,1|2,True,True,True,True,1.0
4b50be28c2cc7c6a4dbc6300155c5218,species,2,2,588932.13|1978230.135,588932.13|1978230.135,588932.13,Brevundimonas naejangsanensis,588932.13,Brevundimonas naejangsanensis,1,2,2,1|2,True,True,True,True,1.0
4b55a52b8edd23eb140788307c9f7256,species,2,2,2053538.110|2026780.1498,2053538.110|2026780.1498,2053538.110,Candidatus Competibacteraceae bacterium,2053538.110,Candidatus Competibacteraceae bacterium,2,2,2,2|5,True,True,True,True,1.0
4b59504ae46731e6f60acd15ca470548,species,1,1,2995153.3,2995153.3,2995153.3,Pannonibacter sp. SL95,2995153.3,Pannonibacter sp. SL95,1,1,1,1,True,True,True,True,1.0
4b64644bd11f17317c89881954a2c59b,genus,2,2,1913988.3699|2910169.42,1913988.3699|2910169.42,1913988.3699,Alphaproteobacteria bacterium,1913988.3699,Alphaproteobacteria bacterium,3,2,2,3|2,True,True,True,True,1.0
4b6c08fe09b6f8d103c4899e152eef11,species,1,1,2026741.100,2026741.100,2026741.100,Gemmatimonadaceae bacterium,2026741.100,Gemmatimonadaceae bacterium,1,1,1,1,True,True,True,True,1.0
4b7832a5246f6d9a1cbe44ca12904f74,species,2,2,2829794.6|260085.4,2829794.6|260085.4,2829794.6,Novosphingobium sp. CECT 9465,2829794.6,Novosphingobium sp. CECT 9465,1,2,2,1|2,True,True,True,True,1.0
4b7e1285a4368982ac76f6222011b697,family,1,1,2052156.90,2052156.90,2052156.90,Chlamydiia bacterium,2052156.90,Chlamydiia bacterium,1,1,1,1,True,True,True,True,1.0
4bcebf812cad89472ab6a3c8ff9b622a,genus,1,1,2026803.592,2026803.592,2026803.592,Candidatus Woesearchaeota archaeon,2026803.592,Candidatus Woesearchaeota archaeon,1,1,1,1,True,True,True,True,1.0
4bea53b2aad77f2569a0182f6b84255e,species,2,2,3039494.5|163665.19,3039494.5|163665.19,3039494.5,Dysgonomonas sp. Marseille-Q5470,3039494.5,Dysgonomonas sp. Marseille-Q5470,1,2,2,1|2,True,True,True,True,1.0
4bf3d98234d8a163642849442b9d081a,genus,4,4,1913988.939|2053589.824|1797219.3|91750.1747,1913988.939|2053589.824|1797219.3|91750.1747,1913988.939,Alphaproteobacteria bacterium,1913988.939,Alphaproteobacteria bacterium,1,4,4,1|2|3|4,True,True,True,True,1.0
4c07eb8501dbf8e63712727d8f7a07bf,species,2,2,2053538.110|2026780.1498,2053538.110|2026780.1498,2053538.110,Candidatus Competibacteraceae bacterium,2053538.110,Candidatus Competibacteraceae bacterium,2,2,2,2|5,True,True,True,True,1.0
4c3685c132f5b6790e4eabef3274a2f7,species,2,2,1270.671|455343.8,1270.671|455343.8,1270.671,Micrococcus luteus,1270.671,Micrococcus luteus,1,2,2,1|2,True,True,True,True,1.0
4c437459ea5630667fe41d8eb4f62ace,species,1,1,2818473.28,2818473.28,2818473.28,Giesbergeria sp.,2818473.28,Giesbergeria sp.,1,1,1,1,True,True,True,True,1.0
4c61879ca2f0594335aa69f539fa89c3,species,2,2,1913989.708|1946755.3,1913989.708|1946755.3,1913989.708,Gammaproteobacteria bacterium,1913989.708,Gammaproteobacteria bacterium,1,2,2,1|2,True,True,True,True,1.0
4c64fd405cce821a791bd9eaa63c5f2d,species,2,2,2838779.105|2928017.23,2838779.105|2928017.23,2838779.105,Candidatus Binatia bacterium,2838779.105,Candidatus Binatia bacterium,2,2,2,2|5,True,True,True,True,1.0
4c70552130cd2746e3c2bcb473cc67bc,genus,1,1,2053517.307,2053517.307,2053517.307,Bdellovibrionales bacterium,2053517.307,Bdellovibrionales bacterium,1,1,1,1,True,True,True,True,1.0
4c9313f8b3638d0d2bf68541b0fde51e,species,1,1,2728912.49,2728912.49,2728912.49,Dermatophilaceae bacterium,2728912.49,Dermatophilaceae bacterium,1,1,1,1,True,True,True,True,1.0
