asv,tier,gpu_n,edlib_n,gpu_reps,edlib_reps,gpu_anchor,gpu_anchor_species,edlib_anchor,edlib_anchor_species,gpu_anchor_edlib_rank,gpu_reps_in_edlib_top20,gpu_reps_total,gpu_rep_edlib_ranks,genome_set_identical,species_set_identical,anchor_genome_match,anchor_species_match,jaccard_genome
76a43b01e1b397fed9d963f273f17a59,genus,1,1,3083246.44,3083246.44,3083246.44,Christensenellales bacterium,3083246.44,Christensenellales bacterium,1,1,1,1,True,True,True,True,1.0
b4047348b90c6f16b7fba7f7330bf87e,species,2,2,1898104.1511|2034841.11,1898104.1511|2034841.11,1898104.1511,Bacteroidota bacterium,1898104.1511,Bacteroidota bacterium,1,2,2,1|9,True,True,True,True,1.0
e7fedde48db99c6379c14aea36d0e5d2,family,2,2,3083246.117|1872421.348,3083246.117|1872421.348,3083246.117,Christensenellales bacterium,3083246.117,Christensenellales bacterium,2,2,2,2|4,True,True,True,True,1.0
8906a08ad08c20a3b13351fb1619866c,genus,1,1,1265.8,1265.8,1265.8,Ruminococcus flavefaciens,1265.8,Ruminococcus flavefaciens,2,1,1,2,True,True,True,True,1.0
f16e4c6266ddf5fc9dd22ebb744cb295,genus,1,1,2818044.3,2818044.3,2818044.3,Sinanaerobacter chloroacetimidivorans,2818044.3,Sinanaerobacter chloroacetimidivorans,1,1,1,1,True,True,True,True,1.0
1910bfda20570cb1978198cf2fa8e330,genus,1,1,422285.13,422285.13,422285.13,uncultured candidate division WWE3 bacterium,422285.13,uncultured candidate division WWE3 bacterium,1,1,1,1,True,True,True,True,1.0
ef7c28bb28866912b76003ee110bdf6b,species,2,2,128785.61|69284.5,128785.61|69284.5,128785.61,Pseudoxanthomonas mexicana,128785.61,Pseudoxanthomonas mexicana,1,2,2,1|2,True,True,True,True,1.0
ec32cc6605cedce13a2049357143079a,family,2,2,707003.5499|1946797.3,707003.5499|1946797.3,707003.5499,uncultured Oscillospiraceae bacterium,707003.5499,uncultured Oscillospiraceae bacterium,1,2,2,1|5,True,True,True,True,1.0
913e8b6ddca7947f95db836301d8e9cd,species,2,2,391.42|2775403.3,391.42|2775403.3,391.42,Rhizobium sp.,391.42,Rhizobium sp.,1,2,2,1|2,True,True,True,True,1.0
7229a1a874924db8456664b2a5985136,genus,1,1,1564487.7,1564487.7,1564487.7,Herbinix hemicellulosilytica,1564487.7,Herbinix hemicellulosilytica,1,1,1,1,True,True,True,True,1.0
18ad5983778a83a204dd34420be14f74,species,2,2,1907408.3|3350165.3,1907408.3|3350165.3,1907408.3,Allobosea sp. TND4EK4,1907408.3,Allobosea sp. TND4EK4,1,2,2,1|2,True,True,True,True,1.0
d883b22e464393102af5c3372d061397,family,1,1,1898206.155,1898206.155,1898206.155,Spirochaetaceae bacterium,1898206.155,Spirochaetaceae bacterium,1,1,1,1,True,True,True,True,1.0
0b9435a851d1e394bd12d008525a6197,species,1,1,1306154.7,1306154.7,1306154.7,Rummeliibacillus suwonensis,1306154.7,Rummeliibacillus suwonensis,1,1,1,1,True,True,True,True,1.0
eb689bb0db80cb3fc1f81366f262fd18,genus,1,1,1871037.1098,1871037.1098,1871037.1098,Flavobacteriaceae bacterium,1871037.1098,Flavobacteriaceae bacterium,1,1,1,1,True,True,True,True,1.0
c66eb033bf0d849bf345c2a07db3727e,genus,1,1,1879010.11554,1879010.11554,1879010.11554,Bacillota bacterium,1879010.11554,Bacillota bacterium,1,1,1,1,True,True,True,True,1.0
6504a13e2edb3328fffb344daf7b2ee3,species,1,1,2017390.58,2017390.58,2017390.58,Flexilinea sp.,2017390.58,Flexilinea sp.,1,1,1,1,True,True,True,True,1.0
d56e57f7a7e3a1b98778de802e7097d0,family,2,2,3083246.38|2763656.3,3083246.38|2763656.3,3083246.38,Christensenellales bacterium,3083246.38,Christensenellales bacterium,1,2,2,1|5,True,True,True,True,1.0
c2a63e5593cc5d91688af8f3abd60f16,species,1,1,1977087.938,1977087.938,1977087.938,Pseudomonadota bacterium,1977087.938,Pseudomonadota bacterium,1,1,1,1,True,True,True,True,1.0
2b62bf55e8226888eabfb4f4da82a02f,species,2,2,39770.6|2785914.3,39770.6|2785914.3,39770.6,Methylobacter whittenburyi,39770.6,Methylobacter whittenburyi,2,2,2,2|3,True,True,True,True,1.0
d0ee8cd5ce16c3dcf15fe70d87a7b4b5,species,2,2,2931922.3|2683910.4,2931922.3|2683910.4,2931922.3,Miniphocaeibacter halophilus,2931922.3,Miniphocaeibacter halophilus,1,2,2,1|5,True,True,True,True,1.0
519b05506b5c8269406e94701c3ff01a,genus,1,1,3083246.38,3083246.38,3083246.38,Christensenellales bacterium,3083246.38,Christensenellales bacterium,1,1,1,1,True,True,True,True,1.0
4c6fec9eef4f5c3e8e6b7fee60a68994,species,1,1,34028.127,34028.127,34028.127,Comamonas sp.,34028.127,Comamonas sp.,1,1,1,1,True,True,True,True,1.0
3f8f8630434452f6a8a5cd1693c5e5e3,family,1,1,1879010.10571,1879010.10571,1879010.10571,Bacillota bacterium,1879010.10571,Bacillota bacterium,2,1,1,2,True,True,True,True,1.0
25fd077b762513468941fbac535c9506,species,2,2,1664347.22|2482790.201,1664347.22|2482790.201,1664347.22,uncultured Candidatus Berkelbacteria bacterium,1664347.22,uncultured Candidatus Berkelbacteria bacterium,1,2,2,1|2,True,True,True,True,1.0
d2e29353b6ede10f1607456fa86e6300,species,2,2,449973.3|2692213.3,449973.3|2692213.3,449973.3,Chelativorans multitrophicus,449973.3,Chelativorans multitrophicus,1,2,2,1|2,True,True,True,True,1.0
01a80919b32734264f4c21669d8f2713,genus,4,4,1926877.74|1879010.9542|1642646.7|1918497.3,1926877.74|1879010.9542|1642646.7|1918497.3,1926877.74,Proteiniphilum sp.,1926877.74,Proteiniphilum sp.,1,4,4,1|2|5|9,True,True,True,True,1.0
ea4234d46b05a73fb2775aca82c702a2,genus,1,1,1712410.4,1712410.4,1712410.4,Thermanaerosceptrum fracticalcis,1712410.4,Thermanaerosceptrum fracticalcis,1,1,1,1,True,True,True,True,1.0
41394ade15d1e8762a8d0b3599068bf2,genus,4,4,1926877.74|1879010.9542|1642646.7|1918497.3,1926877.74|1879010.9542|1642646.7|1918497.3,1926877.74,Proteiniphilum sp.,1926877.74,Proteiniphilum sp.,1,4,4,1|2|5|9,True,True,True,True,1.0
58bcdde420158eabe69c67e4c9eb9245,species,2,2,3142262.4|1134435.5,3142262.4|1134435.5,3142262.4,Thauera sp. JM12B12,3142262.4,Thauera sp. JM12B12,1,2,2,1|2,True,True,True,True,1.0
de46181cbf8f5129eec604079cf07d1f,species,1,1,2831996.71,2831996.71,2831996.71,Eubacteriales bacterium,2831996.71,Eubacteriales bacterium,1,1,1,1,True,True,True,True,1.0
956d35dae808c86e4c2763cba7d609fa,species,1,1,384636.7,384636.7,384636.7,Lacrimispora xylanisolvens,384636.7,Lacrimispora xylanisolvens,1,1,1,1,True,True,True,True,1.0
839049ed2eabc492bfa76bca3e4f9075,species,1,1,1879010.10805,1879010.10805,1879010.10805,Bacillota bacterium,1879010.10805,Bacillota bacterium,1,1,1,1,True,True,True,True,1.0
f652e7d536f18c98ef07c023937cfdb7,genus,1,1,1671647.4,1671647.4,1671647.4,Clostridiales bacterium DTU012,1671647.4,Clostridiales bacterium DTU012,1,1,1,1,True,True,True,True,1.0
8207352f9586edf5c23e242fba24021c,species,1,1,1811518.3,1811518.3,1811518.3,Aquamicrobium soli,1811518.3,Aquamicrobium soli,1,1,1,1,True,True,True,True,1.0
45f57e55f2f3051645343e39b90396ec,genus,1,1,1671647.4,1671647.4,1671647.4,Clostridiales bacterium DTU012,1671647.4,Clostridiales bacterium DTU012,1,1,1,1,True,True,True,True,1.0
54b3f4205c019f5490d9dbe5af08955a,genus,1,1,1935177.86,1935177.86,1935177.86,Angelakisella sp.,1935177.86,Angelakisella sp.,1,1,1,1,True,True,True,True,1.0
136c27e1efa2b99fb71cdff938615daa,species,1,1,3412034.3,3412034.3,3412034.3,Methanobacterium sp. MBAC-LM,3412034.3,Methanobacterium sp. MBAC-LM,1,1,1,1,True,True,True,True,1.0
9e67f564a732feffc50f5fc690ec2e71,species,1,1,3412034.3,3412034.3,3412034.3,Methanobacterium sp. MBAC-LM,3412034.3,Methanobacterium sp. MBAC-LM,1,1,1,1,True,True,True,True,1.0
5b346ae9f12ee4f745413918a78c62cc,family,2,2,1898206.155|2831996.1037,1898206.155|2831996.1037,1898206.155,Spirochaetaceae bacterium,1898206.155,Spirochaetaceae bacterium,1,2,2,1|2,True,True,True,True,1.0
723bd8389de26603c3e8283a20c163c7,species,2,2,1664347.22|2482790.201,1664347.22|2482790.201,1664347.22,uncultured Candidatus Berkelbacteria bacterium,1664347.22,uncultured Candidatus Berkelbacteria bacterium,1,2,2,1|2,True,True,True,True,1.0
01a540c3219dcfac8683674bf53a3d63,genus,2,2,1879010.11279|1898104.3456,1879010.11279|1898104.3456,1879010.11279,Bacillota bacterium,1879010.11279,Bacillota bacterium,1,2,2,1|7,True,True,True,True,1.0
5f438bcb87bf9d011daee383cbf8268b,species,1,1,75385.8,75385.8,75385.8,Micropruina glycogenica,75385.8,Micropruina glycogenica,1,1,1,1,True,True,True,True,1.0
ca8aae833263295a5d0b4d66b8c06fdb,genus,1,1,1671647.4,1671647.4,1671647.4,Clostridiales bacterium DTU012,1671647.4,Clostridiales bacterium DTU012,1,1,1,1,True,True,True,True,1.0
3ab7c5dece6b62c7faf92b667d63b4a0,species,2,2,1945593.2603|1263547.8,1945593.2603|1263547.8,1945593.2603,Oscillibacter sp.,1945593.2603,Oscillibacter sp.,5,2,2,5|2,True,True,True,True,1.0
0eb81b066b350fa8fb0846020748be98,genus,2,2,1671647.4|3082386.6,1671647.4|3082386.6,1671647.4,Clostridiales bacterium DTU012,1671647.4,Clostridiales bacterium DTU012,1,2,2,1|2,True,True,True,True,1.0
a41371aa833164c1e707004fdfb16b36,family,1,1,229919.10,229919.10,229919.10,Anaerolinea thermolimosa,229919.10,Anaerolinea thermolimosa,1,1,1,1,True,True,True,True,1.0
be2d073abdb45af47fc76fa5752fb3f5,family,1,1,36849.5,36849.5,36849.5,Oxobacter pfennigii,36849.5,Oxobacter pfennigii,1,1,1,1,True,True,True,True,1.0
c4587a7b24a6c49f9de0882e32f519f5,species,1,1,1773.19464,1773.19464,1773.19464,Mycobacterium tuberculosis,1773.19464,Mycobacterium tuberculosis,1,1,1,1,True,True,True,True,1.0
955d34a1529b6fbcf425ced56e3b7fc1,species,1,1,2482790.54,2482790.54,2482790.54,Thermomicrobiales bacterium,2482790.54,Thermomicrobiales bacterium,1,1,1,1,True,True,True,True,1.0
0425278120412320bdcb2c4814278c6f,family,2,2,2052180.576|2030809.159,2052180.576|2030809.159,2052180.576,Phycisphaerales bacterium,2052180.576,Phycisphaerales bacterium,2,2,2,2|1,True,True,True,True,1.0
66c7b79c2f08d329223a3f4b048a6b10,species,2,2,253314.5|1869227.4377,253314.5|1869227.4377,253314.5,Acetivibrio straminisolvens,253314.5,Acetivibrio straminisolvens,1,2,2,1|3,True,True,True,True,1.0
86ce8e836244a989d26315bf84d75d99,genus,2,2,2838785.23|2026724.3338,2838785.23|2026724.3338,2838785.23,Bellilinea sp.,2838785.23,Bellilinea sp.,1,2,2,1|2,True,True,True,True,1.0
aa994f6ce33aa806c707bdc34ef908ef,species,2,2,1871048.28|1736675.3,1871048.28|1736675.3,1871048.28,Devosia sp.,1871048.28,Devosia sp.,1,2,2,1|3,True,True,True,True,1.0
2afb474b8a2ab64685b85624763d2186,family,1,1,2054177.140,2054177.140,2054177.140,Christensenellaceae bacterium,2054177.140,Christensenellaceae bacterium,2,1,1,2,True,True,True,True,1.0
933438389be903228499f1cd1abecd6e,species,1,1,2964540.53,2964540.53,2964540.53,Smithellaceae bacterium,2964540.53,Smithellaceae bacterium,1,1,1,1,True,True,True,True,1.0
9e679d7c299efc7140f026781b04d72c,species,1,1,1977087.3150,1977087.3150,1977087.3150,Pseudomonadota bacterium,1977087.3150,Pseudomonadota bacterium,1,1,1,1,True,True,True,True,1.0
beb160f1d174dc940a6dd9816c42ca01,species,2,2,1879010.10662|3039803.943,1879010.10662|3039803.943,1879010.10662,Bacillota bacterium,1879010.10662,Bacillota bacterium,1,2,2,1|2,True,True,True,True,1.0
ed2edabe2a0c276357f7f1f210bdeda7,species,1,1,2847780.12,2847780.12,2847780.12,Atribacter sp.,2847780.12,Atribacter sp.,1,1,1,1,True,True,True,True,1.0
bbb8d866124b76dccef1a07447e2e183,species,2,2,1004901.3|1733.3944,1004901.3|1733.3944,1004901.3,Gordonia iterans,1004901.3,Gordonia iterans,1,2,2,1|4,True,True,True,True,1.0
798933fd16ab772e1e547b6af3461e47,species,1,1,2052143.1139,2052143.1139,2052143.1139,Anaerolineae bacterium,2052143.1139,Anaerolineae bacterium,1,1,1,1,True,True,True,True,1.0
7dc6bc8a29e523ea6cd464f8db0a770d,species,2,2,100174.3|2003589.3,100174.3|2003589.3,100174.3,Clostridium peptidivorans,100174.3,Clostridium peptidivorans,1,2,2,1|2,True,True,True,True,1.0
135f3b8eaf65e4c59bcd692de4f6d6ae,species,1,1,1915619.3,1915619.3,1915619.3,Methanobacteriaceae archaeon UBA117,1915619.3,Methanobacteriaceae archaeon UBA117,2,1,1,2,True,True,True,True,1.0
2b33fe69214c39198384dc9686326117,genus,1,1,2026778.559,2026778.559,2026778.559,Phycisphaerae bacterium,2026778.559,Phycisphaerae bacterium,1,1,1,1,True,True,True,True,1.0
f829de4b8d089b0995e255f3335729a0,species,1,1,49981.5,49981.5,49981.5,Desulfitobacterium sp.,49981.5,Desulfitobacterium sp.,1,1,1,1,True,True,True,True,1.0
6575c99cec435a76668a7c45a05dd227,genus,2,2,2053634.216|2022749.209,2053634.216|2022749.209,2053634.216,Candidatus Uhrbacteria bacterium,2053634.216,Candidatus Uhrbacteria bacterium,1,2,2,1|2,True,True,True,True,1.0
46984bc1f36f8a8835a4a7914c2502b2,genus,2,2,3083246.38|1879010.10588,3083246.38|1879010.10588,3083246.38,Christensenellales bacterium,3083246.38,Christensenellales bacterium,1,2,2,1|2,True,True,True,True,1.0
0b1e8bf53bfe9e7b085b38ee902e1f4e,genus,1,1,244328.7429,244328.7429,244328.7429,uncultured Clostridia bacterium,244328.7429,uncultured Clostridia bacterium,1,1,1,1,True,True,True,True,1.0
85a27e670e0e57e67484195e26028b19,species,1,1,3412034.3,3412034.3,3412034.3,Methanobacterium sp. MBAC-LM,3412034.3,Methanobacterium sp. MBAC-LM,1,1,1,1,True,True,True,True,1.0
83d1208a372f046a842442d3a156c435,genus,1,1,2975056.3,2975056.3,2975056.3,Govanella unica,2975056.3,Govanella unica,1,1,1,1,True,True,True,True,1.0
3f9bbc037aa14387f62bff9e2cc84700,species,2,2,2807629.3|1898206.173,2807629.3|1898206.173,2807629.3,Desulfuromonas sp. CSMB_57,2807629.3,Desulfuromonas sp. CSMB_57,1,2,2,1|2,True,True,True,True,1.0
e5f056df23811f3fe0e48de4aafd0d9b,species,1,1,3031330.8,3031330.8,3031330.8,Rhodanobacter sp. AS-Z3,3031330.8,Rhodanobacter sp. AS-Z3,1,1,1,1,True,True,True,True,1.0
22fa460af93a84061844f0660d43797e,species,1,1,2026799.1265,2026799.1265,2026799.1265,Verrucomicrobiota bacterium,2026799.1265,Verrucomicrobiota bacterium,1,1,1,1,True,True,True,True,1.0
4659fa38e38fa03ccd272117c33e2d0f,species,2,2,1926877.79|2023866.16,1926877.79|2023866.16,1926877.79,Proteiniphilum sp.,1926877.79,Proteiniphilum sp.,1,2,2,1|2,True,True,True,True,1.0
c41c5795922c324df06444964515a11f,species,2,2,2512118.3|323761.5,2512118.3|323761.5,2512118.3,Microbacterium sp. BK668,2512118.3,Microbacterium sp. BK668,1,2,2,1|2,True,True,True,True,1.0
8afde037c611bdd1b53997b0f6b4dd7a,species,0,0,,,,,,,,0,0,,,,,,
6cd5cb3562f8ff28e2e21339a4fc55c1,genus,1,1,86473.2173,86473.2173,86473.2173,uncultured Gammaproteobacteria bacterium,86473.2173,uncultured Gammaproteobacteria bacterium,1,1,1,1,True,True,True,True,1.0
3f9749b4bbd55e95797da2d7e27eb072,species,1,1,2847780.12,2847780.12,2847780.12,Atribacter sp.,2847780.12,Atribacter sp.,1,1,1,1,True,True,True,True,1.0
568d3fd2ad10e30c40ebd6793f956aaa,species,1,1,693746.9,693746.9,693746.9,Oscillibacter valericigenes,693746.9,Oscillibacter valericigenes,1,1,1,1,True,True,True,True,1.0
aa64c95548409d1e294cd29e20473af0,genus,2,2,820.7372|172733.3472,820.7372|172733.3472,820.7372,Bacteroides uniformis,820.7372,Bacteroides uniformis,3,2,2,3|1,True,True,True,True,1.0
6589433bc08b7cdc5ea1e4928683ed00,species,2,2,3347101.3|134034.13,3347101.3|134034.13,3347101.3,Corynebacterium sp. NPDC060344,3347101.3,Corynebacterium sp. NPDC060344,1,2,2,1|2,True,True,True,True,1.0
892351141be327d407d7d063c3a74f59,genus,1,1,3039678.4,3039678.4,3039678.4,Eubacteriales bacterium mix99,3039678.4,Eubacteriales bacterium mix99,1,1,1,1,True,True,True,True,1.0
fd66678cf39f676cb57820da4a793b6f,species,1,1,91750.4229,91750.4229,91750.4229,uncultured Alphaproteobacteria bacterium,91750.4229,uncultured Alphaproteobacteria bacterium,1,1,1,1,True,True,True,True,1.0
937806dd600ece921faa49ac16d4cdb0,genus,1,1,1879010.10588,1879010.10588,1879010.10588,Bacillota bacterium,1879010.10588,Bacillota bacterium,1,1,1,1,True,True,True,True,1.0
27201d8b9c2a23edc5ee1b093c39fe46,species,1,1,2818044.3,2818044.3,2818044.3,Sinanaerobacter chloroacetimidivorans,2818044.3,Sinanaerobacter chloroacetimidivorans,1,1,1,1,True,True,True,True,1.0
87ced6667f7e72e893d3f02ac08066a2,genus,2,2,1935177.86|1935179.331,1935177.86|1935179.331,1935177.86,Angelakisella sp.,1935177.86,Angelakisella sp.,3,2,2,3|2,True,True,True,True,1.0
2e009092df813643f303457c87387ced,species,2,2,153809.1433|1934341.19,153809.1433|1934341.19,153809.1433,uncultured Pseudomonadota bacterium,153809.1433,uncultured Pseudomonadota bacterium,1,2,2,1|3,True,True,True,True,1.0
7762e0345755e644245415ce796d6cfa,species,1,1,1392423.20,1392423.20,1392423.20,uncultured Methanoregulaceae archaeon,1392423.20,uncultured Methanoregulaceae archaeon,1,1,1,1,True,True,True,True,1.0
67ab6a8c32dcb38e12415ef305a06ce6,genus,1,1,3107571.4,3107571.4,3107571.4,Saccharofermentanales bacterium,3107571.4,Saccharofermentanales bacterium,1,1,1,1,True,True,True,True,1.0
114bc1da00dea879e58c42626058bb7e,species,1,1,2021379.333,2021379.333,2021379.333,Xanthobacteraceae bacterium,2021379.333,Xanthobacteraceae bacterium,1,1,1,1,True,True,True,True,1.0
95d7089b4d7799ace0a9c5d9acd3b32f,species,1,1,1926877.42,1926877.42,1926877.42,Proteiniphilum sp.,1926877.42,Proteiniphilum sp.,1,1,1,1,True,True,True,True,1.0
61637c95fcfd388d16465d5d8ae30f0a,species,1,1,912801.4,912801.4,912801.4,Dietzia sp. DQ12-45-1b,912801.4,Dietzia sp. DQ12-45-1b,1,1,1,1,True,True,True,True,1.0
46636732082e8b359502809c48875633,species,2,2,1909294.1878|91750.3950,1909294.1878|91750.3950,1909294.1878,Hyphomicrobiales bacterium,1909294.1878,Hyphomicrobiales bacterium,2,2,2,2|1,True,True,True,True,1.0
df443df991086de26795466fa2bdd4f2,genus,2,2,699281.6|937334.3,699281.6|937334.3,699281.6,Caldicoprobacter algeriensis,699281.6,Caldicoprobacter algeriensis,1,2,2,1|2,True,True,True,True,1.0
77e5e44634d0afe9cd0385ef1e17f3ea,genus,1,1,2024896.394,2024896.394,2024896.394,Anaerolineaceae bacterium,2024896.394,Anaerolineaceae bacterium,1,1,1,1,True,True,True,True,1.0
dd365165667aed1d7e806ab8ded914dd,genus,2,2,1871029.43|2364792.3,1871029.43|2364792.3,1871029.43,Intestinibacillus massiliensis,1871029.43,Intestinibacillus massiliensis,1,2,2,1|3,True,True,True,True,1.0
61786e38b934cbe33d5850a578a7ee22,family,2,2,2052179.106|1898207.5729,2052179.106|1898207.5729,2052179.106,Peptococcaceae bacterium,2052179.106,Peptococcaceae bacterium,7,2,2,7|2,True,True,True,True,1.0
418ebbfcf9fe4c2ccea934ba2533ec35,genus,3,3,2023866.29|1926877.74|1642646.7,2023866.29|1926877.74|1642646.7,2023866.29,Petrimonas sp.,2023866.29,Petrimonas sp.,1,3,3,1|2|4,True,True,True,True,1.0
61b47b9e51cba36e07b09f783d91532d,species,2,2,2038686.9|2042655.3,2038686.9|2042655.3,2038686.9,Propioniciclava sp.,2038686.9,Propioniciclava sp.,1,2,2,1|3,True,True,True,True,1.0
90180ad539e48d0fd6f3161438f747b7,genus,1,1,2831996.90,2831996.90,2831996.90,Eubacteriales bacterium,2831996.90,Eubacteriales bacterium,1,1,1,1,True,True,True,True,1.0
6650a92f75285af3244da368e945c376,family,2,2,2053689.131|2202144.254,2053689.131|2202144.254,2053689.131,Thermotogota bacterium,2053689.131,Thermotogota bacterium,1,2,2,1|2,True,True,True,True,1.0
0ce454899698457894ff03330870f380,species,2,2,2934933.3|3388663.3,2934933.3|3388663.3,2934933.3,Phaeovulum molybdatiresistens,2934933.3,Phaeovulum molybdatiresistens,1,2,2,1|2,True,True,True,True,1.0
89be024198d6c2575cdec2fecfd9129a,genus,1,1,413497.13,413497.13,413497.13,Cronobacter dublinensis,413497.13,Cronobacter dublinensis,1,1,1,1,True,True,True,True,1.0
ab4d207ba005958298be140605c5a8fb,species,1,1,2024896.342,2024896.342,2024896.342,Anaerolineaceae bacterium,2024896.342,Anaerolineaceae bacterium,1,1,1,1,True,True,True,True,1.0
09eb7e9f361c0d842f96d14184871ffb,species,2,2,1946596.3|84030.22,1946596.3|84030.22,1946596.3,Hungatella sp. UBA4396,1946596.3,Hungatella sp. UBA4396,1,2,2,1|3,True,True,True,True,1.0
021debed55af14cc6451649e0fcd3ad0,species,2,2,1267.3|3141613.3,1267.3|3141613.3,1267.3,Sarcina ventriculi,1267.3,Sarcina ventriculi,1,2,2,1|2,True,True,True,True,1.0
89bd7c45f05c79d6fbb1fbda696d5bae,family,1,1,2484252.86,2484252.86,2484252.86,Myxococcaceae bacterium,2484252.86,Myxococcaceae bacterium,3,1,1,3,True,True,True,True,1.0
e98a78fb93f10ea212298a128d9cadc1,genus,1,1,1497501.127,1497501.127,1497501.127,uncultured Thermoleophilia bacterium,1497501.127,uncultured Thermoleophilia bacterium,1,1,1,1,True,True,True,True,1.0
c9209e2a22c08ecdf2762a15fb6e44e1,species,2,2,2024896.421|1951401.3,2024896.421|1951401.3,2024896.421,Anaerolineaceae bacterium,2024896.421,Anaerolineaceae bacterium,1,2,2,1|2,True,True,True,True,1.0
817505ccf93a252d80ac6191376cc419,species,2,2,2030809.142|1852847.3,2030809.142|1852847.3,2030809.142,Candidatus Hydrogenedentota bacterium,2030809.142,Candidatus Hydrogenedentota bacterium,1,2,2,1|3,True,True,True,True,1.0
1e2c02998bd1e6ff2aad5bd96b138e35,species,1,1,2052185.55,2052185.55,2052185.55,Syntrophobacteraceae bacterium,2052185.55,Syntrophobacteraceae bacterium,1,1,1,1,True,True,True,True,1.0
c80287fd598d09df08b50511b22020e5,species,1,1,2026888.226,2026888.226,2026888.226,Thermoleophilia bacterium,2026888.226,Thermoleophilia bacterium,1,1,1,1,True,True,True,True,1.0
48ba7ddef24819311ff90ffc578df02e,species,1,1,256318.73,256318.73,256318.73,metagenome,256318.73,metagenome,1,1,1,1,True,True,True,True,1.0
2e3414cd356e335e4f675efeb43938b3,species,1,1,53442.71,53442.71,53442.71,Eubacterium callanderi,53442.71,Eubacterium callanderi,1,1,1,1,True,True,True,True,1.0
234b81fb7fa91bcfef74c8511c07a219,species,1,1,3083246.49,3083246.49,3083246.49,Christensenellales bacterium,3083246.49,Christensenellales bacterium,1,1,1,1,True,True,True,True,1.0
1557e1ae96e182db04d667afa2262c8e,genus,2,2,3039678.4|3083246.38,3039678.4|3083246.38,3039678.4,Eubacteriales bacterium mix99,3039678.4,Eubacteriales bacterium mix99,1,2,2,1|5,True,True,True,True,1.0
17f8b49438a29eaf0a8f6cbcb54e1748,species,1,1,1898104.3589,1898104.3589,1898104.3589,Bacteroidota bacterium,1898104.3589,Bacteroidota bacterium,1,1,1,1,True,True,True,True,1.0
a5855fa4fbc240bfd25ccc70b1627be3,species,1,1,1898204.478,1898204.478,1898204.478,Clostridiaceae bacterium,1898204.478,Clostridiaceae bacterium,1,1,1,1,True,True,True,True,1.0
14714ae799409c7a3851511d8e0e2b63,species,2,2,28450.4538|60550.81,28450.4538|60550.81,28450.4538,Burkholderia pseudomallei,28450.4538,Burkholderia pseudomallei,1,2,2,1|2,True,True,True,True,1.0
3d89b82f7dc8f2f24e7c65124529a879,species,2,2,452922.10|2587027.3,452922.10|2587027.3,452922.10,Xenophilus aerolatus,452922.10,Xenophilus aerolatus,1,2,2,1|2,True,True,True,True,1.0
a6a4ec1b84af5b137949eecef0fa36f4,genus,2,2,2067960.3|666964.9,2067960.3|666964.9,2067960.3,Pseudazoarcus pumilus,2067960.3,Pseudazoarcus pumilus,1,2,2,1|3,True,True,True,True,1.0
676c29f329b29adbd48921804b86030e,species,1,1,1869212.194,1869212.194,1869212.194,Chitinophagaceae bacterium,1869212.194,Chitinophagaceae bacterium,2,1,1,2,True,True,True,True,1.0
c5fd2a45a5ac6f49a4089d35044de207,genus,1,1,244328.9104,244328.9104,244328.9104,uncultured Clostridia bacterium,244328.9104,uncultured Clostridia bacterium,1,1,1,1,True,True,True,True,1.0
0b359e0da05bbff15ce4ea980bfaa286,genus,3,3,1951437.3|1672391.266|2024896.398,1951437.3|1672391.266|2024896.398,1951437.3,Anaerolineaceae bacterium UBA6073,1951437.3,Anaerolineaceae bacterium UBA6073,2,3,3,2|1|3,True,True,True,True,1.0
6cd824d1e0974fbbf83448af65c0def7,species,1,1,2044939.4948,2044939.4948,2044939.4948,Clostridia bacterium,2044939.4948,Clostridia bacterium,1,1,1,1,True,True,True,True,1.0
ce264b1fd05f8dfc0dd2941a2b170a3a,genus,3,3,2052139.286|2052143.128|1756222.15,2052139.286|2052143.128|1756222.15,2052139.286,Patescibacteria group bacterium,2052139.286,Patescibacteria group bacterium,1,3,3,1|3|2,True,True,True,True,1.0
91fa6ee5c19d623255d7e4df9204f876,species,2,2,1367435.3|2991054.4,1367435.3|2991054.4,1367435.3,Alcaligenes sp. DN25,1367435.3,Alcaligenes sp. DN25,1,2,2,1|11,True,True,True,True,1.0
8e87f6187c3bff96717578fafac261ae,genus,1,1,2485925.3666,2485925.3666,2485925.3666,Oscillospiraceae bacterium,2485925.3666,Oscillospiraceae bacterium,1,1,1,1,True,True,True,True,1.0
89056b9f86a0886730db47a8c45825eb,species,2,2,2485498.69|2184052.29,2485498.69|2184052.29,2485498.69,Methanoregulaceae archaeon,2485498.69,Methanoregulaceae archaeon,1,2,2,1|4,True,True,True,True,1.0
a09579da0b2f87eae05c1c9886c4bfc7,family,1,1,1734398.4,1734398.4,1734398.4,Gracilibacter sp. BRH_c7a,1734398.4,Gracilibacter sp. BRH_c7a,1,1,1,1,True,True,True,True,1.0
21d26093efc917ced0c94fc534aa8bcc,genus,1,1,1872084.234,1872084.234,1872084.234,Nitratireductor sp.,1872084.234,Nitratireductor sp.,1,1,1,1,True,True,True,True,1.0
3b10b8599b3b2c56df4a64cf9ebf1e9e,species,2,2,75385.8|2737536.20,75385.8|2737536.20,75385.8,Micropruina glycogenica,75385.8,Micropruina glycogenica,2,2,2,2|4,True,True,True,True,1.0
