asv,best_cosine,n_old_genomes,genome_top1,taxon_top1,genus_top1,genome_top5,taxon_top5,genus_top5,genome_top20,taxon_top20,genus_top20,genome_top50,taxon_top50,genus_top50,genome_top100,taxon_top100,genus_top100
a78a93326d787b79c22198acbce80e81,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
d8c78611226dae60111f022dc0a9f947,0.9971,1,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True
4a76bdc5b45d149d7aa31d04b9f46dbe,1.0,3,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
fa29a08838db72d944922cbf3ca72b38,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
d5ba4ee44ca72bb2c78ee918d3d0707d,0.9995,10,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3e7c933c821c9f18e53e1dda439951cf,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
d7df91c0a9354c5b73ddf9b28799ae43,0.9995,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
edb1b7dc98830cdfb83ef9466ad4aaaa,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
60aded12db04cbb8ba0091f3bb63d0a6,0.999,2,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
ce94860005cb569777791022ac3014af,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
800e0527da5f9218e61c70f7d0ec8715,0.999,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
aad81ac0351dcd619b00c97e690dfa5f,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
fa83652d0f1eca666000903a370b6e14,1.0,8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
aa4b8fb0330c049740437e03fc90a40e,0.9971,13,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6b68ebbc9e9e8d26fa7018cf163d4848,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
c4118088ab2644671a1d9d540c060b19,0.9932,14,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
cae75e1117d316c3a8f12909f766135b,0.9995,1,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True
c4112b995ef6cd2f05559f6a3057bc7c,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2e8ba4a2f665cc3ad88530fc739b1f9c,0.998,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
d22ab0227295d4646e98ca484b96c239,0.9985,2,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
55f0a15d367f1f98823a8accf53c1ab4,0.9995,19,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
b9d27d1dc44fea66778479161f6ed7c6,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
fff6f2b1de224120c999dde9f25fcd0a,0.9995,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e8b184a091b069447aaa71429105e326,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
326834f69c357dad79f31e792597dd1d,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
351fdba7f02fbaff27a231855c689a8a,0.9995,3,True,True,,True,True,,True,True,,True,True,,True,True,
ae2245c2d637b8badfb1037f95ffd4f7,0.9946,9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False
3b04ef795d02d4d5ddc42f2c2598e1d7,0.9995,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
76822eb34ea3cf76c00fb31b39d43b12,0.9995,8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
f12686b1d3e4d79217d2b79924ed502d,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5adea97be7d61a174324b19e19ba1dea,1.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1449d53a8ab97ad249f2332b5bd012b9,0.999,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
82eeb8631b1f7982fd141bbf2ed2f4dc,1.0,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
29cd0f756cdd319b032b1b1eb1be4c8f,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
ee4ac6545a6964811ec188369b533ff7,0.9995,8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
873b71b30dcfcdbdf2e7080dd9db241f,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
88399278e67a6f27c1c493c39b174391,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
cadb4455b724f027fc10968f3b93c4f5,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
f0547f74dbcfeca9eef70572311914b5,0.9937,4,False,False,,True,True,,True,True,,True,True,,True,True,
74316f0e658505498c0bd04393736a67,0.9995,9,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
f988ea53dbaa37384a49d4315240db30,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
a73d6b4ed74fd4af4a3c77ef62e48ec5,0.9956,29,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
4e9f7176de6f2af840aa8a369a060705,1.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
494686a85ca80380a18f37e6e723f6ff,0.9956,5,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
3f621680f877f8755d3bf38982001f7b,0.9971,11,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
475e27bf3e60bc624563dd2d438e0a64,1.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e5632edb0fd267dbaf571c758b91be2a,0.9971,9,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
f898c7a8c566d0beb46d5448dde2387c,1.0,21,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
fa7c27da02160cd4642de54d236e78fc,1.0,4,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
cbe80782cb7eff2eb8427fae47b49d1a,0.9956,9,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
f95801513925a658f6f017e67e77e9a0,0.9985,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
82027df46b4cddd4d7136ccfaa25a19f,0.998,15,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
9c4d55fa490cfb3be28c93ed90a4859d,0.9966,1,True,True,,True,True,,True,True,,True,True,,True,True,
d98dabbea4fe10de13ec5310782324e8,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
07751ebfb567d65db3f366d9c4037e68,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
42bdb37eaf4585993d2dadc410341bfc,0.9985,6,True,True,,True,True,,True,True,,True,True,,True,True,
3756db37fff5d61b7ec84aad15fa4c44,0.9941,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5c331188779be5bb65a2e80544aa8dea,1.0,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6239566d7bda185bbc00c6475202b675,0.9976,1,False,False,,True,True,,True,True,,True,True,,True,True,
f07216e3758674127b729897fc2945ba,0.9961,2,True,True,,True,True,,True,True,,True,True,,True,True,
0d01943ed06ec0c8998ac39665f5452a,0.9956,6,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
bdc8f8a67a910d09965f2c9975bb00c8,0.9971,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9351cccfbe9ec3b210cc47272367a7df,0.9976,2,True,True,,True,True,,True,True,,True,True,,True,True,
5346417a16a786a9003aaee8d9cf6253,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
a8c0192a45a12e2f86fe50245c36917d,0.998,26,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
bcfc5d3c9a3586094059acfae2f253f4,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
32d1077d28b29a3f6b93e1c0cbad6fda,1.0,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9686ac0f1487906d7d6ebd3fd7dc8d2b,0.9971,19,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True
69b20cc817bea5dcb9b42ccea6416abb,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7229a1a874924db8456664b2a5985136,0.9985,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
f397a6809dc09fd4f5cc5f425c5eb0ba,0.9976,1,True,True,,True,True,,True,True,,True,True,,True,True,
387fd7acb95a1f0053edacb08ca9384d,0.999,11,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
fd7c9ad162f78a62dda5099c417becc6,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
64303da63d4474d55a0486a7f379c2ba,0.9976,1,True,True,,True,True,,True,True,,True,True,,True,True,
bd1731c0114c40d5784dd170ea5f3422,0.9956,1,True,True,,True,True,,True,True,,True,True,,True,True,
402e6b5b282305d18249bfd6887eee0a,0.9995,5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1be424347c91d4aef0664f5e7d157c32,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
144e3876b7943b5474d329bec54856a4,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
281228d4a8faf2330f12bda44eeeb6af,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e111f26c316c8b919015c64090c7cdef,0.9995,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9ff60b1660430eecb3f6b31e6f3db189,0.9961,9,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
349d6e0ff74f02b6d2d55d29a6084ea2,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
99f9b204f31c6690c17496f44394b974,1.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8a7df6e8751646d9927c0f0ed34cbf5b,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
8e9415fb1edc2f6f3ccda52f97761c01,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
effac6ec8d11ae5d2d4f029c5f18e3be,0.9937,1,True,True,,True,True,,True,True,,True,True,,True,True,
07e45dbcdbdf6f14162122517de780b0,1.0,18,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10bb410cab85c3ad55c3e1b7a643ae2a,1.0,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
fa8e5e27d8fba25e37fc05340a105914,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
a5ad9574a1f8aea06b6dfaff6eddfff7,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ffc8f144edd6d82dce1b1b9056b59bef,0.9971,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
88dc9b1bf64124875974e6e8ce1bb2e0,1.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
c97244fcde2f912b5f515df2d4803f23,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
057bcefe7d185d0daf7b610144b1fa59,0.9995,6,True,True,,True,True,,True,True,,True,True,,True,True,
49c2b5d0aaf2ac8b0ee6cae5b6c5a8f4,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8d5c57433a03e4329c7e6b3aaf6668a1,0.9961,7,False,False,,False,False,,False,True,,False,True,,False,True,
bdd1ff0b7dda6da30f922fc86600543a,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8d6e9c000ccfb1a2eb70d805990db95d,0.9995,2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
4cec2826da45c90930f69ae290165f1d,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
353932b8f9bc8551107028bbc48b250c,0.9941,12,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True
b97547037e6bed020583b930bd3684cc,1.0,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6bbba65392a923662648a61d94002b30,0.9951,7,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
3e0febfb4a6a1915ac7dbadd489360be,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
0a052939cf0cfd20acc22c826676e32c,0.9976,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
c5f63d06bc0e136c998bf43f719776c3,0.9941,5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
a6e69a1d97c797ccefc9a46e1e9d59b9,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
c1ed97b9675b1d0f08c9cd6e6ab9eb76,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
6ba11aa98436328c7d53c0b5db9dd2b0,0.9961,5,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
592e037654532013ab7258e4ae16b0b5,0.9961,1,True,True,,True,True,,True,True,,True,True,,True,True,
99b459540b7b4682716095be1962981e,1.0,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
91ae0ed28c5142ecc8b8e9a5d5f707d5,1.0,24,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
fb89ee34d5f2ddb3d1ce9da15080b792,0.9985,3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False
440cf59737156116c2e42f84552562b8,0.9995,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
00fb4699f8a2077aa4225851ec609f82,0.999,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
923d1e7b6ceac97721615d80cf869780,0.9985,6,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
147f672fdb531def69cb4b3f1c5029da,0.999,2,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
85f6db727b9f9f28fa57d33177a6f386,0.9995,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
d7e616d63605ffd0d9129244621edbfc,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
4faa3699baba0e697f56b8f69a2a1f40,0.998,1,False,False,,False,False,,False,False,,False,False,,False,False,
941c985cd594eddbaa7ba0e614bdf30f,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
da42156b748b0af3ebc3c6268720755e,0.9961,5,True,True,,True,True,,True,True,,True,True,,True,True,
19dccdcbb0a9ad59e58d289bcdb09295,0.9985,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8e6aad6b74b9b6601b06801e804b3ab3,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
c2cac7d762781f38d91567c99eba157e,0.9951,18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
a017db3bfdae612d959f9edcc112104c,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
d0d582d9d9b71467f236f9bace54eea5,0.9995,1,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
eb689bb0db80cb3fc1f81366f262fd18,0.9956,6,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
2b62bf55e8226888eabfb4f4da82a02f,0.999,4,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
ef7c28bb28866912b76003ee110bdf6b,1.0,4,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
d947bf2404132e0163f3c59d1bce36f7,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
e843b0e0535e8033ed7c08faf28016ca,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
527903fbf386db15505deed22209fe0a,0.9985,10,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
d2e29353b6ede10f1607456fa86e6300,0.9995,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
956d35dae808c86e4c2763cba7d609fa,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
839049ed2eabc492bfa76bca3e4f9075,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
bab16dfe7bab8f56e30de9733e5a5964,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
5f438bcb87bf9d011daee383cbf8268b,1.0,23,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True
c4587a7b24a6c49f9de0882e32f519f5,0.999,2,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
955d34a1529b6fbcf425ced56e3b7fc1,0.9985,2,True,True,,True,True,,True,True,,True,True,,True,True,
5cf9be63b0ce8289c8ac73ac5162ad0b,0.9985,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
194253bf7725522741f6f5467928510d,0.9946,9,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True
beb160f1d174dc940a6dd9816c42ca01,0.9995,2,True,True,,True,True,,True,True,,True,True,,True,True,
c3764288be8ac8815185c4ee6d913e81,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
2b33fe69214c39198384dc9686326117,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
83d1208a372f046a842442d3a156c435,0.9927,1,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
43c944338e9f3b7dbdf05108887a754a,0.9995,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e5f056df23811f3fe0e48de4aafd0d9b,0.9995,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
c41c5795922c324df06444964515a11f,1.0,5,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
8afde037c611bdd1b53997b0f6b4dd7a,0.9858,0,False,False,,False,False,,False,False,,False,False,,False,False,
6cd5cb3562f8ff28e2e21339a4fc55c1,0.9966,1,True,True,,True,True,,True,True,,True,True,,True,True,
3ab7c5dece6b62c7faf92b667d63b4a0,0.999,1,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True
6589433bc08b7cdc5ea1e4928683ed00,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
913e8b6ddca7947f95db836301d8e9cd,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6504a13e2edb3328fffb344daf7b2ee3,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
07a0a37967e31e9f4fe1683f99cc42b7,0.9976,2,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
80696a8e4c14013684c162880b99abc9,0.9995,2,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
026600da36b900cf6ff6ee481b90793a,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
67ab6a8c32dcb38e12415ef305a06ce6,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
114bc1da00dea879e58c42626058bb7e,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
61637c95fcfd388d16465d5d8ae30f0a,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
aa994f6ce33aa806c707bdc34ef908ef,1.0,1,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
dd365165667aed1d7e806ab8ded914dd,0.9971,5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
46636732082e8b359502809c48875633,0.9995,1,False,False,,False,True,,False,True,,False,True,,False,True,
df443df991086de26795466fa2bdd4f2,0.9937,11,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
c2a63e5593cc5d91688af8f3abd60f16,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
6e01e4385cee37baa2cba8e4af01c030,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
90180ad539e48d0fd6f3161438f747b7,0.9976,1,True,True,,True,True,,True,True,,True,True,,True,True,
0ce454899698457894ff03330870f380,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
89be024198d6c2575cdec2fecfd9129a,0.9976,1,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
021debed55af14cc6451649e0fcd3ad0,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
89bd7c45f05c79d6fbb1fbda696d5bae,0.9961,15,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
c9209e2a22c08ecdf2762a15fb6e44e1,0.9995,1,False,True,,True,True,,True,True,,True,True,,True,True,
61786e38b934cbe33d5850a578a7ee22,0.9961,6,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False
1e2c02998bd1e6ff2aad5bd96b138e35,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
c80287fd598d09df08b50511b22020e5,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
f2fbdc2b912ea775653691981335232f,0.9946,6,False,True,,False,True,,True,True,,True,True,,True,True,
2e3414cd356e335e4f675efeb43938b3,1.0,5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
234b81fb7fa91bcfef74c8511c07a219,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
5ab25dcdb272bc212f8833c23f30c16e,0.9995,1,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
573471302da724edb5d0fa958385fb6d,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
a5855fa4fbc240bfd25ccc70b1627be3,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
3d89b82f7dc8f2f24e7c65124529a879,1.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
676c29f329b29adbd48921804b86030e,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
c5fd2a45a5ac6f49a4089d35044de207,0.9966,5,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
5b2a2d09315ded235146cac2e767e89a,0.9946,8,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
618e77ab00abd20cfb2694d45fe07df1,0.999,5,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
89056b9f86a0886730db47a8c45825eb,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
26897509b56c5bcf18626b728a146bca,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
fd66678cf39f676cb57820da4a793b6f,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
6eeec78da7ff573c0bb7f7ddc3eefa8a,0.999,4,True,True,,True,True,,True,True,,True,True,,True,True,
1db7fb888012089960006f42143c48af,0.9995,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36cf1853edbaec342c271909f87ca1b6,1.0,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
77e5e44634d0afe9cd0385ef1e17f3ea,0.9956,6,True,True,,True,True,,True,True,,True,True,,True,True,
f095ea0711dbffa2a1c48745983b9c5f,0.9927,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
09eb7e9f361c0d842f96d14184871ffb,0.9995,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
cb886014283a43df6af104cecc83cfc9,0.9907,18,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True
03a6a6d84a7be4b11b6467c91ca79d57,0.9971,0,False,False,,False,False,,False,False,,False,False,,False,False,
fef34e7fa03c36381857511c7755324d,1.0,3,True,True,,True,True,,True,True,,True,True,,True,True,
b7a2f949d87f6ce14145811c2d2974af,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16bc6160df59f42ec2c49c8ee41d95fc,0.9985,3,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
07246a1fc2c2fed9e54374f5ee46c333,0.9995,2,True,True,,True,True,,True,True,,True,True,,True,True,
7762e0345755e644245415ce796d6cfa,0.9985,2,True,True,,True,True,,True,True,,True,True,,True,True,
ec32cc6605cedce13a2049357143079a,0.9961,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
923e86a70ad8194f9dab67ab8397371f,0.9976,5,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
2e009092df813643f303457c87387ced,1.0,1,False,False,,True,True,,True,True,,True,True,,True,True,
a41371aa833164c1e707004fdfb16b36,0.9922,8,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
38007bfc5e4b3c58b1d91a0bc9c4fdb2,0.9941,24,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
c2d746ce5aed150d6696eed8143ec2c7,0.9985,7,False,True,,True,True,,True,True,,True,True,,True,True,
fc7dec198c007a0622c9acba71b1edb1,0.999,2,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
78571689def5620061b622ab87a928ff,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
d2324169a6d55451e2666edc82665cba,0.9956,8,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
e0987c7b47c2fb3b4638ebd7a04f69a0,0.9976,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7e2246947e40512267840e3645e8c570,0.9976,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
892351141be327d407d7d063c3a74f59,0.9976,1,True,True,,True,True,,True,True,,True,True,,True,True,
704d9e2c5c3cea3c4683fe56146b043e,0.9976,4,True,True,,True,True,,True,True,,True,True,,True,True,
02541e05438ebd6cd913200972ef5e4b,0.9907,0,False,False,,False,False,,False,False,,False,False,,False,False,
720ef8366f0bd5fb2cb193ce02e53799,1.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ce264b1fd05f8dfc0dd2941a2b170a3a,0.9961,11,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
5009ec83dc7d2e70acc5d0426d8abceb,0.9922,16,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
817505ccf93a252d80ac6191376cc419,1.0,3,True,True,,True,True,,True,True,,True,True,,True,True,
be817fedc78d38052d17146829adb06d,0.9912,0,False,False,,False,False,,False,False,,False,False,,False,False,
118852b957010ee00ae4dbb8665ad57e,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
af2f68999329d11971cc4eeb7d338c1c,0.9961,10,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True
cff8e2e801a0c5c478ebbe42363d2ee7,0.9956,19,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4c61879ca2f0594335aa69f539fa89c3,0.9995,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4c65953d2d9c04292134fc5013f3a21e,0.9971,3,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
f213ec50ee3f0c0c4a7b47b321d081a9,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
aded20d81ae85d32dc13bca7fbd3340d,0.9795,7,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
43c0b25b6784fa0e906d10eea57852c8,0.9971,19,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True
3f82999a4623343cbba40859d44329b0,1.0,2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
712f87f5d819a247fd620da2e5d1ba23,0.999,1,False,False,,False,False,,True,True,,True,True,,True,True,
335d0b23ffa0a12a5048771a0c89e3b1,0.999,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
06894625cc4725640c9c1bba0d9aefc8,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
c54740e67850b527400a77af33bd3d89,1.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ea5eeef4adcd29b79e56e455f9025517,1.0,47,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True
37e4420bd53e9fdbe33fa465e829f030,1.0,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
dbecddfdb4c39e60616c3958d43cfc8e,1.0,2,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
2c76f558846fa9aa57c59ddacefeacb2,0.9702,0,False,False,,False,False,,False,False,,False,False,,False,False,
f1aa0ea145fc7098b3403eb2badbe65b,0.9995,2,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
e61e6021af25969dd347b921fc6389a4,0.9907,0,False,False,,False,False,,False,False,,False,False,,False,False,
de1f954072ef273959e798b81a39a1f1,0.9976,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
52ecb4b1abf93593276cb066f1446900,0.9971,1,True,True,,True,True,,True,True,,True,True,,True,True,
551f70cf3f951806a9b28706825acfeb,0.9937,6,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
4d472a0025391001536abf639f86372b,1.0,4,True,True,,True,True,,True,True,,True,True,,True,True,
